Complexity metrics,Sun, 23 Jun 2019 13:42:38 EDT
Method,ev(G),iv(G),LOC,V,v(G)
"org.jfree.chart.renderer.xy.XYLineAndShapeRendererTest",203,1.00,"3,206",9
"org.jfree.chart.renderer.xy.XYShapeRenderer",497,2.08,"3,999",52
"org.jfree.chart.renderer.xy.XYShapeRendererTest",111,1.00,"1,824",5
"org.jfree.chart.renderer.xy.XYSplineRenderer",375,3.54,"5,886",46
"org.jfree.chart.renderer.xy.XYSplineRenderer.FillType",11,n/a,4,0
"org.jfree.chart.renderer.xy.XYSplineRenderer.XYSplineState",20,1.00,55,1
"org.jfree.chart.renderer.xy.XYSplineRendererTest",75,1.00,661,5
"org.jfree.chart.renderer.xy.XYStepAreaRenderer",516,3.10,"5,239",62
"org.jfree.chart.renderer.xy.XYStepAreaRendererTest",110,1.00,"1,258",6
"org.jfree.chart.renderer.xy.XYStepRenderer",256,3.11,"2,674",28
"org.jfree.chart.renderer.xy.XYStepRendererTest",128,1.00,"1,341",7
"org.jfree.chart.renderer.xy.YIntervalRenderer",216,2.25,"1,988",18
"org.jfree.chart.renderer.xy.YIntervalRendererTest",159,1.00,"2,552",6
"org.jfree.chart.resources.JFreeChartResources",22,1.00,68,1
"org.jfree.chart.text.AttributedStringUtils",56,4.50,446,9
"org.jfree.chart.text.G2TextMeasurer",32,1.00,125,2
"org.jfree.chart.text.TextBlock",240,2.00,"2,375",28
"org.jfree.chart.text.TextBlockAnchor",23,n/a,2,0
"org.jfree.chart.text.TextBox",333,1.88,"3,709",47
"org.jfree.chart.text.TextFragment",230,2.07,"1,997",31
"org.jfree.chart.text.TextLine",198,2.08,"1,747",27
"org.jfree.chart.text.TextUtils",690,3.35,"8,344",77
"org.jfree.chart.title.CompositeTitle",167,1.42,973,17
"org.jfree.chart.title.CompositeTitleTest",95,1.00,"1,205",5
"org.jfree.chart.title.DateTitle",95,1.00,324,5
"org.jfree.chart.title.DateTitleTest",63,1.00,564,4
"org.jfree.chart.title.ImageTitle",266,2.45,"2,514",27
"org.jfree.chart.title.ImageTitleTest",83,1.00,26,1
"org.jfree.chart.title.LegendGraphic",617,1.89,"4,880",72
"org.jfree.chart.title.LegendGraphicTest",147,1.00,"2,278",5
"org.jfree.chart.title.LegendItemBlockContainer",142,1.22,498,11
"org.jfree.chart.title.LegendTitle",540,1.85,"5,414",63
"org.jfree.chart.title.LegendTitleTest",88,1.00,"1,202",4
"org.jfree.chart.title.PaintScaleLegend",608,2.41,"7,789",70
"org.jfree.chart.title.PaintScaleLegendTest",107,1.00,"1,361",4
"org.jfree.chart.title.ShortTextTitle",180,3.43,"1,610",24
"org.jfree.chart.title.ShortTextTitleTest",50,1.00,339,4
"org.jfree.chart.title.TextTitle",747,2.83,"8,378",102
"org.jfree.chart.title.TextTitleTest",93,1.00,"1,189",4
"org.jfree.chart.title.Title",341,1.67,"2,186",35
"org.jfree.chart.title.TitleTest",43,1.00,375,2
"org.jfree.chart.ui.Align",83,4.00,"1,347",8
"org.jfree.chart.ui.ApplicationFrame",83,1.12,130,9
"org.jfree.chart.ui.FontChooserPanel",143,2.50,"1,802",15
"org.jfree.chart.ui.FontDisplayField",55,1.25,230,5
"org.jfree.chart.ui.GradientPaintTransformType",13,n/a,2,0
"org.jfree.chart.ui.HorizontalAlignment",12,n/a,2,0
"org.jfree.chart.ui.LCBLayout",202,3.50,"2,955",28
"org.jfree.chart.ui.Layer",9,n/a,2,0
"org.jfree.chart.ui.LengthAdjustmentType",12,n/a,2,0
"org.jfree.chart.ui.NumberCellRenderer",45,2.00,173,4
"org.jfree.chart.ui.PaintSample",64,1.00,425,5
"org.jfree.chart.ui.RectangleAnchor",94,10.00,"1,369",20
"org.jfree.chart.ui.RectangleEdge",82,3.00,425,12
"org.jfree.chart.ui.RectangleInsets",463,2.10,"4,907",61
"org.jfree.chart.ui.Size2D",104,1.44,491,13
"org.jfree.chart.ui.StandardGradientPaintTransformer",123,2.29,"1,005",16
"org.jfree.chart.ui.StrokeChooserPanel",52,1.25,285,5
"org.jfree.chart.ui.StrokeSample",105,1.33,857,8
"org.jfree.chart.ui.TextAnchor",253,2.38,"2,174",31
"org.jfree.chart.ui.UIUtils",138,1.30,"1,226",13
"org.jfree.chart.ui.VerticalAlignment",12,n/a,2,0
"org.jfree.chart.urls.CustomCategoryURLGenerator",138,2.75,958,22
"org.jfree.chart.urls.CustomCategoryURLGeneratorTest",100,1.00,983,5
"org.jfree.chart.urls.CustomPieURLGenerator",154,2.50,"1,010",20
"org.jfree.chart.urls.CustomPieURLGeneratorTest",60,1.00,422,4
"org.jfree.chart.urls.CustomXYURLGenerator",141,2.75,"1,016",22
"org.jfree.chart.urls.CustomXYURLGeneratorTest",100,1.00,983,5
"org.jfree.chart.urls.StandardCategoryURLGenerator",138,2.29,"1,078",16
"org.jfree.chart.urls.StandardCategoryURLGeneratorTest",65,1.00,630,4
"org.jfree.chart.urls.StandardPieURLGenerator",109,2.17,784,13
"org.jfree.chart.urls.StandardPieURLGeneratorTest",70,1.00,761,4
"org.jfree.chart.urls.StandardXYURLGenerator",102,2.20,720,11
"org.jfree.chart.urls.StandardXYURLGeneratorTest",24,1.00,62,2
"org.jfree.chart.urls.StandardXYZURLGenerator",19,1.00,44,1
"org.jfree.chart.urls.TimeSeriesURLGenerator",148,2.12,"1,116",17
"org.jfree.chart.urls.TimeSeriesURLGeneratorTest",75,1.00,793,4
"org.jfree.chart.urls.URLUtilities",43,1.00,164,1
"org.jfree.chart.util.AbstractObjectList",200,2.15,"1,830",28
"org.jfree.chart.util.Args",50,2.00,224,6
"org.jfree.chart.util.ArrayUtils",152,5.17,"1,489",31
"org.jfree.chart.util.AttrStringUtils",256,2.00,"3,127",32
"org.jfree.chart.util.BooleanList",55,1.20,169,6
"org.jfree.chart.util.CloneUtils",90,3.00,548,9
"org.jfree.chart.util.DefaultShadowGenerator",243,2.15,"3,045",28
"org.jfree.chart.util.DirectionalGradientPaintTransformer",90,5.00,931,10
"org.jfree.chart.util.ExportUtils",185,1.33,"1,603",8
"org.jfree.chart.util.HMSNumberFormat",67,1.00,315,4
"org.jfree.chart.util.HMSNumberFormatTest",15,1.00,148,1
"org.jfree.chart.util.HexNumberFormat",99,1.29,515,9
"org.jfree.chart.util.LineUtils",117,7.00,"1,915",14
"org.jfree.chart.util.LineUtilsTest",59,3.00,"1,547",6
"org.jfree.chart.util.LogFormat",193,1.82,"1,168",20
"org.jfree.chart.util.LogFormatTest",62,1.00,677,4
"org.jfree.chart.util.ObjectList",57,1.00,106,5
"org.jfree.chart.util.ObjectUtils",89,2.20,409,11
"org.jfree.chart.util.PaintAlpha",309,3.38,"2,969",27
"org.jfree.chart.util.PaintList",107,2.29,763,16
"org.jfree.chart.util.PaintUtils",134,4.00,"1,722",16
"org.jfree.chart.util.RelativeDateFormat",481,1.64,"3,790",46
"org.jfree.chart.util.RelativeDateFormatTest",148,1.00,"2,024",8
"org.jfree.chart.util.ResourceBundleWrapper",112,1.80,390,9
"org.jfree.chart.util.Rotation",32,1.00,55,2
"org.jfree.chart.util.SerialUtils",527,5.07,"7,016",71
"org.jfree.chart.util.ShapeList",114,2.00,739,16
"org.jfree.chart.util.ShapeUtils",500,2.64,"6,993",58
"org.jfree.chart.util.SortOrder",9,n/a,2,0
"org.jfree.chart.util.StringUtils",52,1.50,254,6
"org.jfree.chart.util.StrokeList",108,1.88,638,15
"org.jfree.chart.util.TableOrder",9,n/a,2,0
"org.jfree.chart.util.UnitType",9,n/a,2,0
"org.jfree.chart.util.XYCoordinateType",19,n/a,2,0
"org.jfree.data.ComparableObjectItem",129,1.75,627,14
"org.jfree.data.ComparableObjectItemTest",80,1.00,639,5
"org.jfree.data.ComparableObjectSeries",370,2.45,"2,923",49
"org.jfree.data.ComparableObjectSeriesTest",116,1.00,"1,725",5
"org.jfree.data.ComparableObjectSeriesTest.MyComparableObjectSeries",29,1.00,106,4
"org.jfree.data.DataUtils",218,3.56,"2,175",32
"org.jfree.data.DataUtilsTest",173,1.00,"3,516",7
"org.jfree.data.DefaultKeyedValue",112,1.88,672,15
"org.jfree.data.DefaultKeyedValueTest",65,1.00,645,4
"org.jfree.data.DefaultKeyedValues",365,1.95,"3,242",43
"org.jfree.data.DefaultKeyedValues2D",470,2.43,"4,095",56
"org.jfree.data.DefaultKeyedValues2DTest",255,1.00,"3,547",14
"org.jfree.data.DefaultKeyedValuesTest",387,1.00,"6,078",18
"org.jfree.data.DomainOrder",11,n/a,2,0
"org.jfree.data.DomainOrderTest",44,1.00,319,3
"org.jfree.data.KeyToGroupMap",242,2.75,"2,016",33
"org.jfree.data.KeyToGroupMapTest",171,1.00,"1,995",8
"org.jfree.data.KeyedObject",88,1.83,412,11
"org.jfree.data.KeyedObjectTest",65,1.00,596,4
"org.jfree.data.KeyedObjects",281,2.31,"2,073",37
"org.jfree.data.KeyedObjects2D",426,2.55,"4,021",56
"org.jfree.data.KeyedObjects2DTest",307,1.00,"3,518",11
"org.jfree.data.KeyedObjectsTest",269,1.00,"3,179",10
"org.jfree.data.KeyedValueComparator",113,4.50,888,18
"org.jfree.data.KeyedValueComparatorType",10,n/a,2,0
"org.jfree.data.KeyedValues2DItemKey",102,1.62,840,13
"org.jfree.data.KeyedValuesItemKey",56,1.60,353,8
"org.jfree.data.Range",383,2.17,"3,307",50
"org.jfree.data.RangeTest",257,1.00,"4,466",13
"org.jfree.data.RangeType",12,n/a,2,0
"org.jfree.data.RangeTypeTest",44,1.00,319,3
"org.jfree.data.UnknownKeyException",13,1.00,18,1
"org.jfree.data.category.CategoryToPieDataset",258,3.25,"2,061",39
"org.jfree.data.category.CategoryToPieDatasetTest",152,1.00,"1,333",6
"org.jfree.data.category.DefaultCategoryDataset",359,1.40,"1,839",35
"org.jfree.data.category.DefaultCategoryDatasetTest",293,1.00,"3,542",14
"org.jfree.data.category.DefaultIntervalCategoryDataset",692,2.56,"5,718",82
"org.jfree.data.category.DefaultIntervalCategoryDatasetTest",388,1.00,"5,610",20
"org.jfree.data.category.SlidingCategoryDataset",291,1.74,"1,943",33
"org.jfree.data.category.SlidingCategoryDatasetTest",196,1.00,"2,863",9
"org.jfree.data.function.LineFunction2D",83,1.50,388,9
"org.jfree.data.function.LineFunction2DTest",47,1.00,320,4
"org.jfree.data.function.NormalDistributionFunction2D",91,1.67,627,10
"org.jfree.data.function.NormalDistributionFunction2DTest",54,1.00,320,4
"org.jfree.data.function.PolynomialFunction2D",77,1.33,382,8
"org.jfree.data.function.PolynomialFunction2DTest",83,1.00,660,6
"org.jfree.data.function.PowerFunction2D",83,1.50,388,9
"org.jfree.data.function.PowerFunction2DTest",47,1.00,343,4
"org.jfree.data.gantt.SlidingGanttCategoryDataset",571,1.85,"4,483",61
"org.jfree.data.gantt.SlidingGanttCategoryDatasetTest",120,1.50,"1,846",6
"org.jfree.data.gantt.Task",177,1.40,905,21
"org.jfree.data.gantt.TaskSeries",135,1.60,713,16
"org.jfree.data.gantt.TaskSeriesCollection",592,1.76,"4,295",65
"org.jfree.data.gantt.TaskSeriesCollectionTest",532,1.00,"11,829",27
"org.jfree.data.gantt.TaskSeriesTest",67,1.00,"1,045",4
"org.jfree.data.gantt.TaskTest",68,1.00,"1,041",4
"org.jfree.data.gantt.XYTaskDataset",390,1.40,"2,319",42
"org.jfree.data.gantt.XYTaskDatasetTest",80,1.00,"1,259",3
"org.jfree.data.general.AbstractDataset",210,1.29,820,18
"org.jfree.data.general.AbstractSeriesDataset",62,1.67,220,5
"org.jfree.data.general.DatasetChangeEvent",33,1.00,51,2
"org.jfree.data.general.DatasetGroup",66,1.60,287,8
"org.jfree.data.general.DatasetGroupTest",14,1.00,30,1
"org.jfree.data.general.DatasetUtils","2,081",5.41,"28,697",314
"org.jfree.data.general.DatasetUtilsTest","1,248",1.00,"26,539",64
"org.jfree.data.general.DefaultHeatMapDataset",264,2.13,"1,936",32
"org.jfree.data.general.DefaultHeatMapDatasetTest",128,1.00,"2,583",5
"org.jfree.data.general.DefaultKeyedValueDataset",136,2.00,828,20
"org.jfree.data.general.DefaultKeyedValueDatasetTest",60,1.00,521,4
"org.jfree.data.general.DefaultKeyedValues2DDataset",10,n/a,28,0
"org.jfree.data.general.DefaultKeyedValues2DDatasetTest",34,1.00,350,2
"org.jfree.data.general.DefaultKeyedValuesDataset",10,n/a,28,0
"org.jfree.data.general.DefaultKeyedValuesDatasetTest",32,1.00,306,2
"org.jfree.data.general.DefaultPieDataset",279,1.58,"1,510",30
"org.jfree.data.general.DefaultPieDatasetTest",106,1.00,"1,076",6
"org.jfree.data.general.DefaultValueDataset",81,1.43,359,10
"org.jfree.data.general.HeatMapUtils",75,2.33,651,7
"org.jfree.data.general.IntervalDataItem",23,1.00,83,4
"org.jfree.data.general.Series",321,1.41,"1,843",31
"org.jfree.data.general.SeriesChangeEvent",15,1.00,46,1
"org.jfree.data.general.SeriesException",15,1.00,51,1
"org.jfree.data.general.TestIntervalCategoryDataset",390,1.54,"2,337",43
"org.jfree.data.general.WaferMapDataset",234,1.53,"1,461",29
"org.jfree.data.io.CSV",140,2.67,"1,230",16
"org.jfree.data.jdbc.JDBCCategoryDataset",220,3.00,"1,484",21
"org.jfree.data.jdbc.JDBCPieDataset",159,2.33,"1,020",14
"org.jfree.data.jdbc.JDBCXYDataset",424,2.61,"3,494",47
"org.jfree.data.json.JSONUtils",142,3.50,"1,143",14
"org.jfree.data.json.impl.JSONArray",116,2.60,635,13
"org.jfree.data.json.impl.JSONObject",147,2.00,927,14
"org.jfree.data.json.impl.JSONValue",287,10.00,"2,063",40
"org.jfree.data.resources.DataPackageResources",20,1.00,46,1
"org.jfree.data.resources.DataPackageResources_de",19,1.00,46,1
"org.jfree.data.resources.DataPackageResources_es",19,1.00,46,1
"org.jfree.data.resources.DataPackageResources_fr",19,1.00,46,1
"org.jfree.data.resources.DataPackageResources_pl",19,1.00,46,1
"org.jfree.data.resources.DataPackageResources_ru",19,1.00,46,1
"org.jfree.data.statistics.BoxAndWhiskerCalculator",164,4.75,"1,771",19
"org.jfree.data.statistics.BoxAndWhiskerCalculatorTest",106,1.00,"1,254",4
"org.jfree.data.statistics.BoxAndWhiskerItem",217,1.92,"1,364",25
"org.jfree.data.statistics.BoxAndWhiskerItemTest",33,1.00,304,2
"org.jfree.data.statistics.DefaultBoxAndWhiskerCategoryDataset",818,1.84,"5,626",81
"org.jfree.data.statistics.DefaultBoxAndWhiskerCategoryDatasetTest",212,1.00,"4,071",9
"org.jfree.data.statistics.DefaultBoxAndWhiskerXYDataset",469,1.78,"2,713",48
"org.jfree.data.statistics.DefaultBoxAndWhiskerXYDatasetTest",114,1.00,"2,182",6
"org.jfree.data.statistics.DefaultMultiValueCategoryDataset",332,2.16,"2,640",41
"org.jfree.data.statistics.DefaultMultiValueCategoryDatasetTest",175,1.00,"1,839",8
"org.jfree.data.statistics.DefaultStatisticalCategoryDataset",609,2.21,"5,448",64
"org.jfree.data.statistics.DefaultStatisticalCategoryDatasetTest",198,1.00,"3,211",11
"org.jfree.data.statistics.HistogramBin",101,1.50,586,12
"org.jfree.data.statistics.HistogramBinTest",40,1.00,246,3
"org.jfree.data.statistics.HistogramDataset",409,2.00,"3,323",42
"org.jfree.data.statistics.HistogramDatasetTest",179,1.00,"3,704",11
"org.jfree.data.statistics.HistogramType",11,n/a,2,0
"org.jfree.data.statistics.MeanAndStandardDeviation",119,1.75,562,14
"org.jfree.data.statistics.MeanAndStandardDeviationTest",41,1.00,272,3
"org.jfree.data.statistics.Regression",292,6.00,"5,549",36
"org.jfree.data.statistics.RegressionTest",172,1.40,"2,550",14
"org.jfree.data.statistics.SimpleHistogramBin",205,2.91,"1,535",32
"org.jfree.data.statistics.SimpleHistogramBinTest",103,1.00,"1,516",5
"org.jfree.data.statistics.SimpleHistogramDataset",400,1.52,"2,343",41
"org.jfree.data.statistics.SimpleHistogramDatasetTest",69,1.00,702,5
"org.jfree.data.statistics.Statistics",381,3.54,"4,719",46
"org.jfree.data.statistics.StatisticsTest",375,1.00,"6,402",12
"org.jfree.data.time.DateRange",107,1.00,465,9
"org.jfree.data.time.DateRangeTest",54,1.00,517,4
"org.jfree.data.time.Day",359,1.32,"2,280",29
"org.jfree.data.time.DayTest",304,1.05,"3,293",23
"org.jfree.data.time.DynamicTimeSeriesCollection",772,2.14,"7,310",90
"org.jfree.data.time.DynamicTimeSeriesCollection.ValueSequence",43,1.25,184,5
"org.jfree.data.time.FixedMillisecond",221,1.41,900,24
"org.jfree.data.time.FixedMillisecondTest",45,1.00,227,4
"org.jfree.data.time.Hour",372,1.57,"2,912",36
"org.jfree.data.time.HourTest",292,1.00,"3,342",22
"org.jfree.data.time.Millisecond",333,1.94,"2,920",35
"org.jfree.data.time.MillisecondTest",273,1.00,"3,828",18
"org.jfree.data.time.Minute",375,1.67,"3,249",35
"org.jfree.data.time.MinuteTest",263,1.00,"3,317",18
"org.jfree.data.time.Month",429,2.00,"3,403",46
"org.jfree.data.time.MonthTest",326,1.00,"3,422",23
"org.jfree.data.time.MovingAverage",252,5.33,"2,798",32
"org.jfree.data.time.MovingAverageTest",50,1.00,878,2
"org.jfree.data.time.Quarter",369,1.62,"3,092",34
"org.jfree.data.time.QuarterTest",349,1.00,"3,485",24
"org.jfree.data.time.RegularTimePeriod",225,2.25,939,18
"org.jfree.data.time.Second",355,1.95,"3,509",37
"org.jfree.data.time.SecondTest",250,1.00,"3,339",17
"org.jfree.data.time.SimpleTimePeriod",163,2.22,"1,104",20
"org.jfree.data.time.SimpleTimePeriodTest",116,1.00,"1,528",7
"org.jfree.data.time.TimePeriodAnchor",12,n/a,2,0
"org.jfree.data.time.TimePeriodAnchorTest",23,1.00,89,2
"org.jfree.data.time.TimePeriodFormatException",14,1.00,18,1
"org.jfree.data.time.TimePeriodValue",130,1.89,784,17
"org.jfree.data.time.TimePeriodValueTest",32,1.00,179,3
"org.jfree.data.time.TimePeriodValues",463,1.96,"4,422",53
"org.jfree.data.time.TimePeriodValuesCollection",360,1.82,"2,935",40
"org.jfree.data.time.TimePeriodValuesCollectionTest",137,1.00,"1,842",6
"org.jfree.data.time.TimePeriodValuesTest",242,1.00,"4,704",13
"org.jfree.data.time.TimePeriodValuesTest.MySeriesChangeListener",35,1.00,69,4
"org.jfree.data.time.TimeSeries","1,192",2.52,"11,853",146
"org.jfree.data.time.TimeSeriesCollection",632,1.89,"5,267",72
"org.jfree.data.time.TimeSeriesCollectionTest",353,1.00,"6,991",13
"org.jfree.data.time.TimeSeriesDataItem",163,1.78,757,16
"org.jfree.data.time.TimeSeriesDataItemTest",43,1.00,271,3
"org.jfree.data.time.TimeSeriesTableModel",201,2.36,"1,117",26
"org.jfree.data.time.TimeSeriesTest","1,014",1.00,"22,118",46
"org.jfree.data.time.TimeTableXYDataset",500,1.53,"2,968",49
"org.jfree.data.time.TimeTableXYDatasetTest",103,1.00,"1,429",6
"org.jfree.data.time.Week",505,2.08,"4,564",50
"org.jfree.data.time.WeekTest",414,1.00,"4,815",24
"org.jfree.data.time.Year",303,1.39,"1,636",25
"org.jfree.data.time.YearTest",311,1.00,"2,927",22
"org.jfree.data.time.ohlc.OHLC",106,1.86,620,13
"org.jfree.data.time.ohlc.OHLCItem",93,1.57,352,11
"org.jfree.data.time.ohlc.OHLCItemTest",85,1.00,"1,402",5
"org.jfree.data.time.ohlc.OHLCSeries",87,1.33,417,8
"org.jfree.data.time.ohlc.OHLCSeriesCollection",406,1.43,"2,467",40
"org.jfree.data.time.ohlc.OHLCSeriesCollectionTest",172,1.00,"2,004",9
"org.jfree.data.time.ohlc.OHLCSeriesTest",182,1.00,"2,974",12
"org.jfree.data.time.ohlc.OHLCTest",59,1.00,668,4
"org.jfree.data.xml.CategoryDatasetHandler",80,1.80,406,9
"org.jfree.data.xml.CategorySeriesHandler",91,1.80,549,9
"org.jfree.data.xml.DatasetReader",120,1.17,563,7
"org.jfree.data.xml.ItemHandler",108,1.57,543,11
"org.jfree.data.xml.KeyHandler",98,1.50,488,9
"org.jfree.data.xml.PieDatasetHandler",76,1.80,363,9
"org.jfree.data.xml.RootHandler",71,1.67,317,10
"org.jfree.data.xml.ValueHandler",103,1.67,530,10
"org.jfree.data.xy.AbstractIntervalXYDataset",79,2.00,343,8
"org.jfree.data.xy.AbstractXYDataset",50,1.67,193,5
"org.jfree.data.xy.AbstractXYZDataset",24,2.00,95,2
"org.jfree.data.xy.CategoryTableXYDataset",341,1.22,"1,641",33
"org.jfree.data.xy.CategoryTableXYDatasetTest",122,1.00,"2,099",6
"org.jfree.data.xy.DefaultHighLowDataset",358,1.79,"2,147",34
"org.jfree.data.xy.DefaultHighLowDatasetTest",120,1.00,"2,345",4
"org.jfree.data.xy.DefaultIntervalXYDataset",491,1.90,"4,054",38
"org.jfree.data.xy.DefaultIntervalXYDatasetTest",280,1.00,"4,778",17
"org.jfree.data.xy.DefaultOHLCDataset",281,1.45,"1,464",29
"org.jfree.data.xy.DefaultOHLCDatasetTest",92,1.00,"1,299",6
"org.jfree.data.xy.DefaultTableXYDataset",538,1.97,"4,776",71
"org.jfree.data.xy.DefaultTableXYDatasetTest",131,1.00,"2,035",6
"org.jfree.data.xy.DefaultWindDataset",251,2.00,"1,705",26
"org.jfree.data.xy.DefaultWindDatasetTest",125,1.00,"1,251",8
"org.jfree.data.xy.DefaultXYDataset",315,2.00,"2,432",30
"org.jfree.data.xy.DefaultXYDatasetTest",154,1.00,"2,024",8
"org.jfree.data.xy.DefaultXYZDataset",368,1.94,"2,902",33
"org.jfree.data.xy.DefaultXYZDatasetTest",160,1.00,"2,343",8
"org.jfree.data.xy.IntervalXYDelegate",392,1.82,"2,712",40
"org.jfree.data.xy.IntervalXYDelegateTest",63,1.00,634,3
"org.jfree.data.xy.MatrixSeries",161,1.82,"1,111",20
"org.jfree.data.xy.MatrixSeriesCollection",237,1.56,"1,483",25
"org.jfree.data.xy.MatrixSeriesCollectionTest",63,1.00,603,4
"org.jfree.data.xy.MatrixSeriesTest",104,1.00,"1,735",6
"org.jfree.data.xy.NormalizedMatrixSeries",95,1.00,439,6
"org.jfree.data.xy.OHLCDataItem",143,1.89,835,17
"org.jfree.data.xy.OHLCDataItemTest",37,1.00,233,3
"org.jfree.data.xy.TableXYDatasetTest",193,1.00,"2,184",13
"org.jfree.data.xy.Vector",91,1.57,614,11
"org.jfree.data.xy.VectorDataItem",73,1.33,264,8
"org.jfree.data.xy.VectorDataItemTest",64,1.00,791,4
"org.jfree.data.xy.VectorSeries",124,1.00,442,10
"org.jfree.data.xy.VectorSeriesCollection",259,1.28,"1,396",23
"org.jfree.data.xy.VectorSeriesCollectionTest",85,1.00,911,5
"org.jfree.data.xy.VectorSeriesTest",198,1.00,"3,483",12
"org.jfree.data.xy.VectorTest",53,1.00,390,4
"org.jfree.data.xy.WindDataItem",100,2.33,549,14
"org.jfree.data.xy.XIntervalDataItem",68,1.60,262,8
"org.jfree.data.xy.XIntervalDataItemTest",67,1.00,871,4
"org.jfree.data.xy.XIntervalSeries",116,1.00,370,9
"org.jfree.data.xy.XIntervalSeriesCollection",291,1.30,"1,630",26
"org.jfree.data.xy.XIntervalSeriesCollectionTest",112,1.00,955,6
"org.jfree.data.xy.XIntervalSeriesTest",220,1.00,"3,865",14
"org.jfree.data.xy.XYBarDataset",319,1.32,"1,609",29
"org.jfree.data.xy.XYBarDatasetTest",75,1.00,"1,008",4
"org.jfree.data.xy.XYCoordinate",120,2.12,891,17
"org.jfree.data.xy.XYCoordinateTest",53,1.00,390,4
"org.jfree.data.xy.XYDataItem",201,1.69,"1,101",22
"org.jfree.data.xy.XYDataItemTest",39,1.00,276,3
"org.jfree.data.xy.XYDatasetTableModel",193,1.70,666,17
"org.jfree.data.xy.XYInterval",108,2.00,580,14
"org.jfree.data.xy.XYIntervalDataItem",99,1.71,418,12
"org.jfree.data.xy.XYIntervalDataItemTest",85,1.00,"1,360",4
"org.jfree.data.xy.XYIntervalSeries",149,1.00,485,11
"org.jfree.data.xy.XYIntervalSeriesCollection",316,1.32,"1,795",29
